,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfDependents
8006,0,0.248184537,76,0,0.268466442,2666.0,4,0,0,1.0
8007,0,0.201578192,25,0,0.276702061,1600.0,4,0,0,0.0
8008,0,0.683266243,57,0,0.591136288,3000.0,9,0,2,0.0
8009,0,0.170581205,74,0,216.0,0.33,6,0,0,0.0
8010,0,0.9999999,69,0,0.362574945,3168.0,3,0,2,0.0
8011,1,0.945729791,41,0,259.0,4.11,4,2,0,0.0
8012,0,0.241776194,47,0,0.054744914,9388.0,5,0,0,2.0
8013,0,0.052155649,62,0,167.0,0.13,6,0,0,0.0
8014,0,0.107340988,85,0,24.0,4.23,3,0,0,0.0
8015,0,0.019462905,67,0,0.303270725,6175.0,17,0,2,1.0
8016,0,0.085900671,70,1,55.0,6.69,9,0,0,0.0
8017,0,0.209650582,60,0,0.248750481,2600.0,6,0,0,0.0
8018,0,0.250409593,52,0,3291.0,0.0,23,0,2,0.0
8019,0,0.42054589,59,0,0.450745113,15500.0,15,0,2,0.0
8020,0,0.9999999,42,0,0.0,2400.0,0,0,0,0.0
8021,0,0.3021295,28,0,0.080900751,2397.0,6,0,0,1.0
8022,0,0.51029494,53,1,0.782636168,7912.0,13,0,2,3.0
8023,0,0.599540163,46,0,3536.0,0.0,11,0,2,0.0
8024,0,0.94740263,39,0,0.344794878,4216.0,5,0,1,0.0
8025,0,0.308965554,58,0,0.286236063,5201.0,13,0,0,0.0
8026,0,0.363993741,54,0,0.419684515,4500.0,7,0,1,3.0
8027,0,0.355522886,57,0,0.256354314,9166.0,10,0,2,0.0
8028,0,0.9999999,30,0,0.008660893,1500.0,0,1,0,2.0
8029,0,0.083904907,42,0,0.294285286,6666.0,19,0,2,1.0
8030,0,0.164045187,52,0,0.343471377,12000.0,11,0,1,2.0
8031,0,0.088717112,73,0,0.550847458,4011.0,4,0,1,0.0
8032,0,0.007571158,68,0,0.162046452,9342.0,6,0,1,0.0
8033,0,0.627720815,61,0,0.605693069,4039.0,8,0,1,0.0
8034,1,0.94057822,54,0,0.791819089,3006.0,9,2,2,1.0
8035,0,0.245112579,39,0,0.679559253,4446.0,11,1,2,0.0
8036,0,0.851391516,47,0,851.0,0.47,4,1,1,0.0
8037,0,0.661916904,37,0,2955.0,0.0,4,0,1,1.0
8038,0,0.908270161,53,1,0.659661294,4900.0,8,0,1,2.0
8039,0,0.033597315,56,1,793.0,0.11,19,0,0,0.0
8040,0,0.064663972,75,0,0.048354845,5500.0,4,0,0,1.0
8041,0,0.377831367,39,9,1815.0,4.07,10,0,0,0.0
8042,0,0.08123407,61,0,0.415457891,4618.0,18,0,2,0.0
8043,0,0.887158415,45,0,0.782436525,8585.0,9,0,1,2.0
8044,0,0.009532698,62,0,0.108653536,12387.0,5,0,1,0.0
8045,0,0.846244593,44,0,0.431350114,4369.0,6,1,1,3.0
8046,0,0.171082667,63,0,0.468651923,13700.0,12,0,2,1.0
8047,0,0.287994566,84,1,1415.0,0.14,15,0,1,0.0
8048,0,0.000870428,57,0,0.081163859,3917.0,11,0,0,1.0
8049,0,0.169358359,35,0,0.155236508,7800.0,6,0,1,0.0
8050,0,0.0,88,0,38.0,314.09,1,0,0,0.0
8051,0,0.108254784,32,0,0.237254249,3000.0,4,0,0,0.0
8052,0,0.11659417,68,0,69.0,0.65,4,0,0,0.0
8053,0,0.035825944,62,0,0.350043975,4547.0,13,0,1,0.0
8054,1,0.51590416,73,0,0.888808403,2760.0,10,0,2,0.0
8055,0,0.035286343,72,0,0.073541609,7233.0,6,0,0,1.0
8056,0,0.129700666,36,0,0.471338793,5250.0,9,0,1,0.0
8057,0,0.099690851,58,1,0.444796163,10424.0,12,1,2,2.0
8058,0,0.757939069,50,0,3224.0,0.04,12,0,1,0.0
8059,0,0.110363162,45,0,0.045642116,7996.0,4,0,0,3.0
8060,0,0.010614568,44,0,0.152007217,6650.0,3,0,2,0.0
8061,0,0.075333253,60,0,0.169991174,5664.0,11,0,0,0.0
8062,0,0.056631446,34,0,3445.0,0.06,6,0,2,0.0
8063,0,0.032962432,67,0,0.424743893,2537.0,9,0,1,3.0
8064,0,0.258741259,23,0,0.008526188,820.0,2,0,0,0.0
8065,0,0.132786721,55,0,0.116777373,4666.0,5,0,1,0.0
8066,0,0.831944537,63,0,2950.0,0.0,8,0,1,0.0
8067,0,0.087772902,56,0,0.295690343,2505.0,5,0,1,2.0
8068,0,0.691528534,39,0,0.571943406,14983.0,15,0,4,2.0
8069,0,0.082876266,35,0,2264.0,0.12,11,0,2,0.0
8070,0,0.239166965,68,0,0.182084777,3750.0,5,0,0,0.0
8071,0,0.022392383,73,0,0.446069923,4032.0,7,0,1,0.0
8072,0,0.774548761,56,1,2756.0,0.0,7,0,1,0.0
8073,0,0.33029403,58,0,0.261498647,8500.0,9,0,1,0.0
8074,0,0.012785096,89,0,0.004052959,3700.0,16,0,0,0.0
8075,0,0.052150677,42,0,0.211462661,18773.0,9,0,1,3.0
8076,0,0.324975202,39,1,0.311772316,3864.0,13,1,0,2.0
8077,0,0.005379143,79,0,2114.0,0.07,19,0,2,0.0
8078,0,0.042293989,29,0,479.0,0.17,12,0,0,0.0
8079,0,0.980667472,52,0,1.359276018,1104.0,6,0,0,0.0
8080,0,0.078735774,59,0,0.102068966,2174.0,10,0,0,0.0
8081,1,0.973339258,61,1,0.209961825,5500.0,11,0,0,1.0
8082,0,0.241536923,37,0,0.249695196,4100.0,7,0,1,2.0
8083,0,0.029110033,78,0,23.0,35.0,9,0,0,0.0
8084,0,0.086577374,67,0,592.0,0.69,7,0,2,0.0
8085,0,0.9999999,42,0,0.084305232,3000.0,1,0,0,1.0
8086,0,0.043145959,63,0,0.186145108,12500.0,7,0,1,0.0
8087,0,0.187747977,27,0,0.50499902,5100.0,6,0,1,0.0
8088,0,0.544822759,60,0,337.0,0.26,4,0,0,0.0
8089,0,0.9999999,39,0,0.0,3000.0,0,0,0,0.0
8090,0,0.555544446,40,0,0.214414279,13333.0,7,0,1,3.0
8091,0,0.066590182,73,0,0.487640033,10800.0,25,0,2,0.0
8092,0,0.087353786,57,1,0.103953518,7916.0,12,0,0,1.0
8093,0,0.482140587,85,0,0.131053036,2601.0,7,0,0,0.0
8094,0,0.589924289,60,0,0.430851064,8083.0,4,0,2,0.0
8095,0,0.0,67,0,4946.0,0.05,6,0,2,0.0
8096,0,0.319120033,60,0,2338.0,0.02,15,0,1,0.0
8097,0,1.030862856,41,0,0.266592613,3600.0,4,2,0,0.0
8098,0,0.044962531,36,0,0.091984669,6000.0,2,0,0,0.0
8099,0,0.179496176,32,1,0.245921768,5700.0,10,1,0,0.0
8100,0,0.439187262,58,0,0.364969596,8386.0,8,0,1,0.0
8101,0,0.156580292,39,1,19153.0,259.91,19,0,13,0.0
8102,0,0.021403167,45,0,0.019990005,2000.0,6,0,0,0.0
8103,0,0.065370806,63,0,0.411059294,1500.0,11,0,1,1.0
8104,1,1.039989192,55,6,435.0,4.79,8,0,0,1.0
8105,0,0.0,44,1,0.383446621,2500.0,14,0,1,0.0
8106,0,0.031862188,50,0,0.245145474,15500.0,8,0,3,2.0
8107,0,0.913928973,42,0,0.249675032,10000.0,9,0,2,0.0
8108,0,0.518651241,53,0,0.207738542,5323.0,8,0,0,0.0
8109,0,0.030260093,63,0,0.24895021,5000.0,7,0,1,0.0
8110,0,0.574991178,61,0,0.425242131,3303.0,5,0,1,0.0
8111,0,0.745173448,68,0,0.168767792,4917.0,4,0,1,0.0
8112,0,0.124987501,26,1,0.088906624,6264.0,4,0,0,0.0
8113,1,1.171016102,46,3,0.285428643,4000.0,3,0,1,7.0
8114,0,0.024900984,73,0,0.014281634,3500.0,5,0,0,1.0
8115,0,0.453747468,45,0,3835.0,0.0,13,0,1,0.0
8116,0,0.674248338,44,0,0.994119088,4080.0,10,0,2,3.0
8117,0,0.0,48,0,1575.0,0.06,2,0,1,0.0
8118,0,0.098576353,38,0,0.207654415,7916.0,5,0,1,5.0
8119,0,0.066798785,47,0,0.009102946,12083.0,10,0,0,0.0
8120,0,0.030532655,44,0,0.384959047,9400.0,11,0,2,1.0
8121,0,0.019311148,62,0,10.0,1.01,1,0,0,0.0
8122,0,0.276352077,45,0,0.677760169,3785.0,16,0,1,0.0
8123,0,0.030923544,42,0,0.548090382,5000.0,13,0,3,3.0
8124,1,0.810911211,48,0,0.804020629,9500.0,9,0,2,2.0
8125,0,0.9999999,45,1,0.108945527,2000.0,2,1,1,1.0
8126,0,0.851018623,53,0,0.088066931,2270.0,10,0,0,0.0
8127,0,0.117812015,80,0,0.247252747,2729.0,9,0,1,0.0
8128,0,0.878971928,36,0,0.240425006,4046.0,9,0,0,0.0
8129,1,0.751198392,45,1,1944.0,0.36,15,0,1,0.0
8130,0,0.356266422,54,0,0.233883058,2000.0,7,0,0,1.0
8131,0,0.062607753,52,0,2348.0,0.01,6,0,1,0.0
8132,0,0.219916562,79,0,0.230814873,10111.0,15,0,1,0.0
8133,0,0.149900067,22,0,0.078494624,929.0,5,0,0,0.0
8134,0,0.032614472,71,0,0.016991504,2000.0,4,0,0,0.0
8135,0,0.019441043,70,0,340.0,0.18,10,0,0,0.0
8136,0,0.291791196,61,0,0.748556344,6060.0,6,0,2,0.0
8137,0,0.168734938,47,0,0.086142802,7800.0,4,0,1,2.0
8138,0,0.01239876,66,0,14.01876676,372.0,3,0,2,0.0
8139,0,0.462146038,26,0,1.241169306,820.0,6,0,0,0.0
8140,1,0.896083133,23,0,0.04147926,2000.0,3,1,0,0.0
8141,0,0.116473851,56,0,0.820917908,10000.0,19,0,5,0.0
8142,0,0.050529965,40,0,0.003863038,5694.0,1,0,0,0.0
8143,0,0.031949201,75,0,0.008603124,4416.0,3,0,0,0.0
8144,0,0.116188171,33,0,0.043739065,4000.0,9,0,0,0.0
8145,1,0.267159083,50,2,0.347079038,3200.0,13,0,0,1.0
8146,0,0.0,51,0,0.473921013,6000.0,7,0,2,1.0
8147,0,0.733133433,29,0,0.362338545,1470.0,5,0,0,0.0
8148,0,0.508632301,43,0,0.217869665,8270.0,7,0,2,2.0
8149,0,0.025377214,43,0,0.272636651,6018.0,12,0,2,3.0
8150,0,0.148225307,36,0,0.256141217,8100.0,7,0,1,2.0
8151,0,0.9999999,67,0,578.0,0.07,6,0,0,0.0
8152,0,0.001737945,60,0,0.092476955,10088.0,10,0,1,0.0
8153,0,0.038576181,67,0,0.014044275,4200.0,3,0,0,0.0
8154,0,0.095252022,41,1,0.400066659,9000.0,9,0,2,0.0
8155,0,0.0,73,0,1098.0,0.12,9,0,1,0.0
8156,0,0.432024169,74,0,0.732508329,2100.0,10,0,2,0.0
8157,0,0.099176058,46,0,0.559461646,13596.0,13,0,2,3.0
8158,0,0.024465083,62,0,0.206104192,5700.0,6,0,1,1.0
8159,0,0.291509928,44,0,0.651388514,11126.0,10,0,3,2.0
8160,0,0.0,75,0,0.0,1958.6905402930406,3,0,0,0.0
8161,0,0.107882952,61,0,0.274629543,23416.0,18,0,2,1.0
8162,0,0.168956557,67,0,0.552545308,16166.0,27,0,4,0.0
8163,0,0.150526395,67,0,0.375114225,6565.0,17,0,2,1.0
8164,0,0.223370316,48,0,2281.0,0.02,5,0,1,0.0
8165,0,0.030329508,47,0,0.407130535,10433.0,7,0,3,2.0
8166,0,0.076616445,37,0,0.146341463,2500.0,4,0,0,1.0
8167,0,0.636651176,56,0,0.429890941,8985.0,14,0,1,1.0
8168,0,0.019087281,53,0,0.140885911,10000.0,7,0,1,0.0
8169,0,0.206358728,63,0,0.29725229,1200.0,2,0,0,0.0
8170,0,0.008628336,75,0,3.0,143.33,2,0,0,0.0
8171,0,0.082361392,58,0,1581.0,0.28,8,0,1,0.0
8172,0,0.282212146,53,0,0.702367003,12800.0,12,0,2,2.0
8173,0,0.011839222,66,0,1669.0,0.23,19,0,2,0.0
8174,0,0.046484285,85,0,0.103800452,10182.0,10,0,1,0.0
8175,0,0.045869039,76,0,78.0,0.09,8,0,0,0.0
8176,0,0.9999999,25,0,0.0,3410.2003571428572,0,0,0,0.0
8177,0,0.254232769,49,0,0.579759217,5315.0,9,0,2,0.0
8178,0,0.061389745,52,0,1.037067888,2400.0,11,0,1,0.0
8179,0,0.255487545,68,0,0.099795142,3416.0,7,0,0,0.0
8180,0,0.033396672,51,0,0.77874042,3000.0,10,0,2,0.0
8181,0,0.038838446,84,0,0.283658537,4099.0,5,0,1,0.0
8182,0,0.118750595,41,0,0.331678252,5034.0,3,0,1,0.0
8183,0,0.114054769,40,0,0.178238008,37275.0,17,0,3,0.0
8184,1,0.982543641,44,1,737.0,0.24,3,1,0,0.0
8185,0,0.040508242,39,0,95.0,0.22,11,0,0,0.0
8186,0,0.004037924,77,0,0.015595283,2628.0,13,0,0,0.0
8187,0,0.134836175,47,1,0.200212912,13150.0,12,1,1,1.0
8188,0,0.110241693,52,0,0.018001417,7054.0,5,0,0,1.0
8189,0,0.411679416,60,0,0.287954621,5993.0,4,0,1,0.0
8190,0,0.005642116,64,0,274.0,0.13,8,0,0,0.0
8191,1,0.201796331,36,0,0.268774704,6830.0,3,1,1,3.0
8192,0,0.0,53,0,0.0,6295.0,7,0,0,0.0
8193,0,0.234923561,58,0,1.010760953,1300.0,15,0,2,2.0
8194,0,0.332445037,29,0,0.215490319,1600.0,8,0,0,0.0
8195,0,0.012849679,80,0,2134.0,0.06,6,0,1,0.0
8196,0,0.9999999,79,0,0.136454582,2498.0,2,0,0,0.0
8197,0,0.104807051,53,0,0.111675127,4333.0,2,0,1,1.0
8198,0,0.357285429,25,0,0.001723544,2900.0,1,0,0,0.0
8199,0,0.079710942,69,0,0.005777264,11250.0,4,0,0,0.0
8200,0,0.11119444,55,0,0.016495876,4000.0,2,0,0,0.0
8201,0,0.024647941,72,0,1334.0,0.13,10,0,1,0.0
8202,0,0.859114089,52,0,0.160946351,3000.0,2,0,0,0.0
8203,0,0.616496242,38,0,0.612036856,5100.0,11,0,2,0.0
8204,0,0.234841984,68,0,0.202041998,19000.0,18,0,1,0.0
8205,0,0.910179641,53,0,207.0,0.36,2,1,0,0.0
8206,0,0.0097369,48,0,0.211789353,10500.0,5,0,1,0.0
8207,1,0.877499867,62,0,0.554985139,3700.0,7,0,1,1.0
8208,0,0.9999999,59,2,0.617283951,1700.0,1,0,1,0.0
8209,0,0.080367315,45,0,0.240452957,8300.0,7,0,0,1.0
8210,0,0.296977156,47,1,0.211939446,3500.0,5,0,0,0.0
8211,0,0.658670665,36,0,0.098885464,4216.0,3,0,0,2.0
8212,0,0.091048841,64,0,0.130471894,8200.0,15,0,1,0.0
8213,0,0.962355156,37,1,0.31952874,2800.0,4,0,0,0.0
8214,0,0.023661476,51,0,0.033837293,4166.0,30,0,0,2.0
8215,0,0.14507513,36,0,4962.0,0.29,9,0,4,0.0
8216,0,0.119467234,60,0,0.180581942,10000.0,14,0,1,0.0
8217,0,0.062130069,67,0,0.297218688,5500.0,10,0,1,0.0
8218,0,0.004837758,48,0,0.197312719,5432.0,7,0,1,1.0
8219,0,0.769882008,42,0,0.152269861,25375.0,6,0,2,3.0
8220,0,0.003143618,76,0,0.385169186,4166.0,9,0,1,0.0
8221,0,0.227625746,36,0,0.36439033,17000.0,7,0,2,2.0
8222,0,0.01803571,54,0,2818.0,0.06,10,0,1,0.0
8223,1,0.9999999,29,0,0.0,4700.0,0,1,0,0.0
8224,0,0.0,74,0,0.001333111,6000.0,4,0,0,0.0
8225,0,0.010438837,34,0,0.678326046,1600.0,5,0,1,0.0
8226,0,0.757298765,47,3,0.413130339,14515.0,12,1,2,1.0
8227,0,0.450244519,64,0,0.225462423,6000.0,8,0,0,0.0
8228,0,0.057728748,90,0,91.0,12.96,5,0,0,0.0
8229,0,0.933270155,45,0,0.504161712,9250.0,14,0,3,2.0
8230,0,0.9999999,54,0,0.247660187,4166.0,7,0,1,1.0
8231,0,0.018475688,49,0,0.162335066,2500.0,6,0,0,1.0
8232,0,0.251662472,51,0,0.164435309,18000.0,12,0,2,1.0
8233,0,0.010758448,52,0,0.51820995,4200.0,10,0,1,1.0
8234,0,0.122281953,43,0,0.617289648,6500.0,13,0,1,3.0
8235,0,0.132563061,53,0,0.180883091,11957.0,6,0,2,3.0
8236,0,0.096655941,76,0,70.0,0.22,2,0,0,0.0
8237,1,0.801149959,74,1,4493.0,0.02,14,0,1,0.0
8238,0,0.016202398,83,0,0.002363601,5076.0,2,0,0,0.0
8239,0,0.053811528,55,0,0.01089891,10000.0,4,0,0,3.0
8240,0,0.9999999,28,0,0.121077478,3600.0,2,0,0,2.0
8241,0,0.0,53,0,0.284162579,17123.0,12,0,2,0.0
8242,0,0.00644197,65,0,0.168473728,4795.0,8,0,2,1.0
8243,0,0.931766044,71,0,0.461775922,5506.0,6,0,0,0.0
8244,0,0.0,50,0,0.563322884,3189.0,9,0,2,0.0
8245,0,0.300466241,60,0,0.497899733,18330.0,16,0,5,0.0
8246,1,0.280775562,47,0,0.479014068,8600.0,8,0,2,0.0
8247,0,0.409105864,34,0,0.431113903,4775.0,17,0,0,0.0
8248,1,0.875656791,35,0,0.569448147,3750.0,13,0,0,0.0
8249,1,0.737003058,48,2,0.51206553,4516.0,8,0,1,2.0
8250,0,0.9999999,37,0,0.0,6666.0,2,2,0,1.0
8251,0,0.020698786,69,0,0.389298743,12334.0,15,0,2,0.0
8252,0,0.15865261,79,0,0.166180088,43500.0,5,0,3,0.0
8253,1,0.9999999,37,0,0.0,4151.0,0,0,0,2.0
8254,0,0.822156126,64,0,0.731197455,4400.0,5,0,1,0.0
8255,0,0.644622219,50,1,0.545717288,11417.0,10,0,2,1.0
8256,0,0.0,27,0,0.633373934,820.0,2,0,0,0.0
8257,0,0.9999999,42,0,5.0,2246.54,1,3,0,0.0
8258,0,0.011681151,68,0,426.0,0.06,6,0,0,0.0
8259,0,0.584302326,56,4,3145.0,0.07,19,1,2,0.0
8260,0,0.075902803,37,0,0.102542131,3500.0,3,0,0,0.0
8261,1,0.9999999,32,0,0.120969758,4000.0,8,0,0,0.0
8262,0,0.030082557,78,0,0.111256545,4583.0,9,0,1,0.0
8263,0,0.524313833,51,0,0.060805697,80600.0,11,0,3,2.0
8264,0,0.246909925,29,0,137.0,0.48,5,0,0,1.0
8265,0,0.9999999,47,0,772.0,0.04,2,0,0,0.0
8266,0,0.641190554,47,0,0.501248959,1200.0,5,0,1,2.0
8267,0,0.49359096,53,0,2349.0,0.38,6,0,2,0.0
8268,0,0.016030276,44,0,0.09319318,7800.0,10,0,0,1.0
8269,0,0.001693971,64,0,0.194255068,11000.0,15,0,1,0.0
8270,0,0.046047698,67,0,0.437408873,4800.0,7,0,1,1.0
8271,0,0.001534073,72,0,1018.0,0.12,9,0,1,0.0
8272,0,0.058564715,63,0,56.0,0.31,4,0,0,0.0
8273,0,0.9999999,37,0,0.032,2374.0,0,0,0,2.0
8274,0,0.028702203,76,0,0.367294521,1167.0,19,0,0,0.0
8275,0,0.180419062,44,0,0.249839764,7800.0,9,0,1,3.0
8276,0,0.023530354,41,0,1.306695464,925.0,5,0,2,2.0
8277,0,0.271847359,37,0,4501.0,0.0,19,0,2,2.0
8278,0,0.044010723,90,0,0.019423022,3500.0,8,0,0,0.0
8279,0,0.072137887,49,0,0.31489417,7700.0,8,0,1,3.0
8280,0,0.013527422,26,0,0.159868026,3333.0,8,0,1,0.0
8281,0,0.66832302,48,0,0.673579735,13500.0,16,0,3,2.0
8282,0,0.209767408,52,0,0.466832161,7250.0,8,0,1,2.0
8283,0,0.820168547,47,0,1250.0,0.57,2,0,1,0.0
8284,0,0.522028968,53,0,0.45965455,3878.0,6,0,1,1.0
8285,0,0.0,53,0,3870.0,0.0,8,0,2,1.0
8286,0,0.723053227,47,1,4.340182648,875.0,11,1,1,4.0
8287,0,0.584304668,64,0,0.966037137,6300.0,13,0,1,0.0
8288,0,0.173863213,62,0,1656.0,0.17,6,0,2,0.0
8289,0,0.039858453,78,0,0.101815312,3800.0,13,0,0,0.0
8290,0,0.9999999,30,0,0.049382716,1700.0,1,0,0,0.0
8291,0,0.006613274,46,0,0.616021646,12195.0,17,0,7,0.0
8292,0,0.385815886,47,1,0.318491876,8062.0,13,0,0,0.0
8293,0,0.15826991,45,0,3091.0,0.01,9,0,2,0.0
8294,0,0.208877229,63,0,0.430418361,6883.0,20,0,2,0.0
8295,0,0.035964036,21,0,1.0,0.0,1,0,0,0.0
8296,0,0.634130247,31,0,0.371001986,14600.0,14,0,3,3.0
8297,0,0.928253246,58,1,0.599499374,4793.0,8,0,2,0.0
8298,0,0.059558778,72,0,0.010380623,2600.0,3,0,0,0.0
8299,0,0.757515155,34,0,0.273772623,10000.0,5,0,1,0.0
8300,0,0.072453003,44,0,0.060815047,7974.0,4,0,0,4.0
8301,0,0.220265541,52,0,0.190923132,8416.0,6,0,1,0.0
8302,0,0.003449803,45,0,0.383413211,4798.0,9,0,2,2.0
8303,0,0.0,24,0,0.726011561,864.0,6,0,0,0.0
8304,0,0.191965097,29,0,0.181006783,2800.0,4,0,0,0.0
8305,0,0.0,63,0,0.207253886,14281.0,5,0,1,1.0
8306,0,0.171726686,56,0,0.017038637,4166.0,2,0,0,0.0
8307,0,0.082764397,56,0,0.282786202,6000.0,17,0,1,0.0
8308,0,0.012145749,74,0,0.002998501,2000.0,6,0,0,0.0
8309,0,0.1128547,35,0,0.461668427,4734.0,9,0,2,3.0
8310,0,0.0,31,0,0.16263956,6000.0,7,0,0,1.0
8311,0,0.034593081,33,0,0.504766333,4300.0,7,0,1,0.0
8312,0,0.00187329,64,0,0.062456734,13000.0,13,0,1,0.0
8313,1,0.380227806,41,0,0.570040486,3704.0,9,0,0,0.0
8314,0,0.144834482,63,0,0.178905688,16667.0,12,0,1,0.0
8315,0,0.055119166,83,0,169.0,0.31,4,0,0,0.0
8316,0,0.961575961,37,4,3111.0,0.25,10,0,1,0.0
8317,0,0.060553153,71,0,0.457954205,10000.0,8,0,2,0.0
8318,0,0.13859401,35,0,0.690327418,4000.0,16,0,2,0.0
8319,0,1.006955514,66,0,0.214392804,2000.0,3,0,0,0.0
8320,0,0.057080531,42,0,39.0,0.32,1,0,0,0.0
8321,0,0.0,27,0,1.0,1666.0,4,0,2,0.0
8322,0,0.598802395,25,0,57.0,0.34,2,0,0,0.0
8323,0,0.692797354,30,0,0.558052434,800.0,14,0,0,1.0
8324,0,0.693516459,51,0,0.491046269,11000.0,11,0,1,4.0
8325,0,0.389457002,50,0,0.186216536,9300.0,6,0,1,4.0
8326,0,0.260937196,42,0,0.317716313,12400.0,10,0,3,5.0
8327,0,0.016395917,66,0,0.365991818,9532.0,9,0,2,2.0
8328,0,0.061759527,53,0,1990.0,0.13,10,0,1,0.0
8329,0,0.034320425,70,0,0.134773045,5000.0,10,0,1,0.0
8330,0,0.066178536,55,2,0.828811974,3206.0,10,0,1,0.0
8331,0,0.047015894,59,0,0.015746063,4000.0,5,0,0,0.0
8332,0,0.457021719,57,1,0.831812773,2520.0,12,0,2,2.0
8333,0,0.020644871,73,0,0.205162738,4454.0,9,0,1,0.0
8334,1,1.358641359,36,3,0.274750081,3100.0,5,3,0,2.0
8335,0,0.620665027,34,0,0.383308346,2000.0,3,0,0,0.0
8336,0,0.041562565,74,1,99.0,0.0,12,0,0,0.0
8337,0,0.599480104,38,0,0.356299635,4658.0,6,0,1,0.0
8338,0,0.915173736,27,0,328.0,0.01,2,0,0,0.0
8339,0,0.088921477,48,0,903.0,0.35,4,0,1,0.0
8340,0,0.08925846,29,0,0.019992003,2500.0,3,0,0,1.0
8341,0,0.357215536,58,0,0.529550132,3400.0,11,0,2,3.0
8342,0,0.214707312,34,0,11.05197401,2000.0,4,0,1,1.0
8343,0,0.254548841,56,0,0.461357487,8500.0,15,0,2,4.0
8344,0,0.00059996,50,0,0.306453674,7824.0,5,0,1,2.0
8345,0,0.343062775,28,0,0.462249615,1297.0,3,1,0,0.0
8346,0,0.019051007,57,0,0.208862934,8732.0,5,0,1,0.0
8347,0,0.768947432,40,2,0.347793982,5416.0,23,0,0,1.0
8348,0,0.963273872,49,0,0.417916186,2600.0,11,0,0,1.0
8349,0,0.44125267,38,0,0.883485309,2960.0,8,0,2,4.0
8350,0,0.040536902,34,0,0.644091034,3646.0,11,0,1,0.0
8351,0,0.097861471,82,0,175.0,0.29,4,0,0,0.0
8352,0,0.047529396,55,2,0.896131805,2791.0,20,0,1,1.0
8353,0,0.001882242,50,0,1.317473011,2500.0,9,0,2,1.0
8354,0,0.001811935,53,0,0.084610028,2871.0,11,0,0,1.0
8355,0,0.187682865,57,0,1.404206375,3042.0,17,0,1,1.0
8356,0,0.281114592,31,0,0.26792345,3500.0,4,0,0,0.0
8357,0,0.164195216,40,0,0.252233036,7500.0,5,0,2,1.0
8358,0,0.033978436,57,0,0.008053319,3600.0,3,0,0,0.0
8359,0,0.754638977,41,0,0.177470422,6000.0,8,0,0,0.0
8360,1,0.02369459,78,0,0.07295271,3467.0,14,0,0,0.0
8361,0,0.25759003,47,0,0.314984709,4250.0,5,0,2,3.0
8362,0,0.0,64,0,678.0,0.58,4,0,1,0.0
8363,0,0.466823736,42,0,0.068900297,3700.0,3,0,0,0.0
8364,0,1.319361277,55,0,0.00775,3999.0,2,1,0,2.0
8365,0,0.0,50,0,0.008671268,143000.0,4,0,1,1.0
8366,0,0.111424592,32,0,0.334722106,12000.0,8,0,2,0.0
8367,0,0.051901514,84,0,988.0,0.04,5,0,1,1.0
8368,0,0.036495141,60,1,0.511057424,5380.0,10,0,2,1.0
8369,0,0.302567796,43,0,0.737950732,2800.0,10,0,2,2.0
8370,0,0.126994519,39,0,0.436807095,4058.0,14,0,2,1.0
8371,0,0.108963679,25,0,0.081395349,515.0,2,0,0,0.0
8372,0,0.053744044,42,0,915.5,1.0,4,0,1,3.0
8373,0,0.979723349,64,0,0.402008521,6571.0,5,0,1,0.0
8374,0,0.9999999,37,0,0.203265578,3000.0,2,0,1,0.0
8375,0,0.9999999,53,0,0.061986225,4500.0,5,0,0,1.0
8376,0,0.505959298,43,0,0.128277318,5682.0,9,0,0,2.0
8377,0,0.095700614,30,0,0.01582015,1200.0,4,0,0,0.0
8378,0,0.040254725,29,0,0.168369519,4697.0,11,0,0,0.0
8379,0,0.229711015,69,0,0.83186361,1700.0,7,0,1,0.0
8380,0,0.084146002,40,0,1373.5,1.0,8,0,1,2.0
8381,0,0.002666074,67,0,0.130533588,11000.0,4,0,2,2.0
8382,0,0.937012373,26,0,0.722931705,1800.0,5,0,0,2.0
8383,0,0.027279253,43,0,1726.0,0.18,4,0,1,4.0
8384,0,0.518240213,54,0,0.448310139,3017.0,6,3,0,0.0
8385,0,0.016328485,72,0,0.008788237,5916.0,17,0,0,0.0
8386,0,0.050479254,39,0,0.606748746,10964.0,11,0,6,2.0
8387,0,0.155488939,32,1,0.272858117,13200.0,10,0,2,0.0
8388,0,0.005562133,76,0,0.140318401,2700.0,8,0,0,0.0
8389,0,0.042948926,58,0,0.304414705,6500.0,8,0,1,1.0
8390,1,1.009996668,29,3,0.917010374,8000.0,7,0,1,0.0
8391,0,0.044214024,59,0,0.569709313,5400.0,8,0,3,0.0
8392,0,0.180017634,42,0,0.279528302,10599.0,11,0,2,3.0
8393,0,0.225745654,48,0,7946.0,695.68,27,0,6,0.0
8394,0,0.079328045,58,0,1293.0,0.21,3,0,1,0.0
8395,0,0.035649046,65,0,0.095188502,4800.0,6,0,0,1.0
8396,0,0.057215713,74,0,0.209282981,6010.0,13,0,1,0.0
8397,0,0.058172337,57,0,0.192550466,16000.0,15,0,1,0.0
